id,title,description,estilo,address,horario,phone,fax,datacion,uso,pois,datos,price,visita,image,top,foursquare,lastUpdated,geometry
"http://www.zaragoza.es/api/recurso/turismo/monumento/3","Museo del Puerto Fluvial de Caesaraugusta","En época romana, el río Ebro era navegable desde Dertosa (Tortosa), donde existía un puerto mixto marítimo y fluvial, hasta Vareia (la actual Logroño), y a lo largo de sus orillas se desarrollaba un intenso comercio que favoreció la aparición de puertos fluviales en varias ciudades. De ellos, el de Caesaraugusta era el principal enclave redistribuidor en el centro del valle tanto de mercancías procedentes del interior (trigo, madera, hierro, pieles, lino, etc.) como de la costa (vino, salazones, cerámicas, mármoles, joyas, etc.). 
Situadas en el ángulo nordeste del foro, las instalaciones portuarias se extendían por la orilla derecha del río, aprovechando el carácter tranquilo de las aguas en esta zona. Estas instalaciones contaban con un gran edificio, probablemente destinado a funciones de almacenaje entre otras, que se abría al río por una bella fachada de arquerías. Desde esta arquería se accedía a un vestíbulo que a través de una escalinata comunicaba las instalaciones portuarias con el recinto del foro.","romano","Plaza de San Bruno, 8","HORARIO SEMANA SANTA 2017:13,14 y 16 abril de 10 a 14.30h.  15 abril de 10a 14h y de 17 a 21h

Martes a sábado de 10 a 14h y 17 a 21h
Domingos 10 a 14.30h 
Lunes cerrado

Media hora antes del cierre se interrumpe la entrada.","976 72 12 07","","Siglo I d.C. - Siglo II d.C.","","","Aforo: 40 personas

GRATUITO: primer domingo de cada mes y los días 29 enero San Valero, 23 de abril y 12 octubre Día del Pilar","<em>Entrada</em>: 3 euros
<em>Gratuito</em>: Mayores de 65 años, desempleados, periodistas acreditados, monitores acompañantes y responsables de grupos de escolares, miembros del ICOM, Asociación de Críticos de Arte, niños menores de 8 años.
<em>Consultar las tarifas reducidas para grupos y estudiantes</em>
<em>Bono 4 museos Ruta de Caesaraugusta</em>:Foro, Termas Públicas, Puerto Fluvial Teatro 7 euros. Bono 5 museos: Arqueológicos Romanos y Pablo Gargallo:9 euros. Consultar otras tarifas.
Entrada incluida en la Zaragoza Card","<p><strong>Accesibilidad física</strong>:</p><p><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg""/> Accesible con acompañante</p><ul><li><strong>Aparcamiento:</strong> SI, en Plaza del Pilar y Juzgados</li><li><strong>Acceso: </strong>entrada adaptada. Mostrador de información adaptado</li><li><strong>Movilidad en el interior del edificio</strong>:<ul><li> Escaleras:  tres niveles con escaleras metálicas </li><li>Salvaescaleras: la adaptabilidad depende del modelo de silla</li><li>Diversas salas para visitar en silla de ruedas</li><li>Zonas de descanso: SI, con sillas</li><li>Aseos adaptados: SI, semiadaptado</li></ul></li></ul><p><strong>Accesibilidad sensorial</strong></p><ul><li>Maquetas en braille. Proyección de audiovisuales. Videos adaptados con subtitulos y lengua de signos española.</li></ul><p><em>Información facilitada por la Asociación de Disminuidos Físicos de Aragón</em></p><p>Visita incluída en el Paseo Guiado Romano</p>","http://www.zaragoza.es/azar/img/monumentos/puertop.jpg","S","https://api.foursquare.com/v2/venues/4ce7a35e9f776ea83b275922",2017-03-06T23:00:00Z,"677065.6 4613893.92"
"http://www.zaragoza.es/api/recurso/turismo/monumento/12","Iglesia Parroquial de Santa Maria Magdalena","<a>Patrimonio Cultural Aragonés. Bien Interés Cultural</a>

Se levantó a comienzos del siglo XIV en sustitución de un templo románico anterior. Su tipología corresponde al modelo de iglesia de nave única, con capillas entre los contrafuertes y cabecera poligonal. El templo cambia su orientación en la reforma del siglo XVIII, situándose la nueva puerta de acceso en la antigua cabecera absidial. La portada original con arquivoltas se encuentra cegada en el lado sur, en la calle Mayor. 
El exterior del ábside se decora con paños de arcos mixtilíneos entrecruzados bajo ventanas apuntadas y, sobre éstas, cruces de múltiples brazos formando rombos. La torre sigue los modelos de las turolenses de San Martín y el Salvador; su estructura responde también al modelo de alminar almohade, como en San Pablo, es decir,está formada por dos torres, una envolviendo a la otra, con la rampa de escaleras entre ambas. Los motivos ornamentales son los tradicionales en la arquitectura mudéjar aragonesa, enriquecidos en este caso con piezas de cerámica vidriada.

En el interior sobresale el conjunto escultórico del Retablo Mayor y las imágenes situadas en la nave, obra de José Ramírez de Arellano (siglo XVIII), autor de las esculturas de la Santa Capilla del Pilar. La iglesia poseyó un retablo de Damián Forment que hoy se conserva troceado en dos capillas del templo.","mudejar","Plaza de la Magdalena.","","976 39 97 45","","Primera mitad del siglo XIV. Reformas en los siglos XVII y XVIII","","Torre y ábside","<a href=""http://www.zaragoza.es/pgou/edih/magdalenapzasn.pdf"" class=""pdf"">Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","","<p><strong>Accesibilidad física</strong></p><ul><li>Visita de exteriores accesible </li><li>La Plaza es peatonal</li></ul>","http://www.zaragoza.es/azar/img/monumentos/magdalenp.jpg","S","https://api.foursquare.com/v2/venues/50717c45e4b00022a1d37e0a",2015-10-06T22:00:00Z,"677164.8 4613566.53"
"http://www.zaragoza.es/api/recurso/turismo/monumento/13","Baños Judíos","<a>Patrimonio Cultural Aragonés. Bien Interés Cultural</a>

Su emplazamiento quedaba frente a la Judería y especialmente frente a la fortaleza conocida por Castillo de los Judíos, que estaba sobre el solar que actualmente ocupa el Seminario de San Carlos. Este Castillo de los Judíos servia también de cárcel, sinagoga mayor, hospital y carnicería. Lo conservado es únicamente una sala de planta ligeramente rectangular, organizada a modo de claustro, con cuatro tramos en las galerías cortas y cinco en las largas, abovedados con crucería sencilla, con diez columnas para separarlos del espacio central también rectangular y cubierto por bóveda esquifada.
Están construidos en ladrillo, salvo las columnas que son de alabrastro.
Se considera obra mudéjar, con elementos formales cistercienses y siguiendo la disposición de baños hispanomusulmanes, sobre todo taifales del siglo XI.","mudejar","Coso, 126 -132","Actualmente no se pueden visitar","","","Siglo XIII","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/coso126-132.pdf"">Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","","","http://www.zaragoza.es/azar/img/monumentos/judiosp.jpg","","",2014-09-10T22:00:00Z,"677030.4 4613407.72"
"http://www.zaragoza.es/api/recurso/turismo/monumento/0","Catedral de San Salvador o la Seo","La primera catedral cristiana de Zaragoza, construida bajo la advocación de San Salvador, se levanta sobre el mismo espacio que antes había ocupado el templo romano del foro, la iglesia visigoda y la mezquita mayor musulmana. A finales del siglo XII, se inician las nuevas obras que siguen las pautas artísticas del románico tardío, con elementos que se habían desarrollado en la catedral de Jaca. 

El templo se amplía a finales del siglo XIV, de acuerdo con el nuevo espíritu del gótico. Testimonio de esta época son los ábsides superiores y el muro de la Parroquieta, obra cumbre del mudéjar zaragozano. Este muro cierra la capilla de San Miguel, construida por encargo del arzobispo Lope Fernández de Luna como capilla funeraria; en su interior guarda el sepulcro en alabastro del prelado y una espléndida techumbre de madera dorada. La parte superior del ábside central fue levantada a comienzos del siglo XV gracias al mecenazgo del Papa Luna. La Seo adquiere sus dimensiones y aspecto definitivo en el siglo XVI, bajo el arzobispado de Don Hernando de Aragón. A esta etapa corresponde el cimborrio, que constituye una valiosa muestra del arraigo de la tradición mudéjar en nuestra región; y, también, la capilla de Gabriel de Zaporta, construida entre 1569 y 1578, con retablo en alabastro de Juan de Ancheta.
Las últimas intervenciones que completan su fisonomía exterior son la torre barroca y la portada clasicista, construidas en los siglos XVII y XVIII.

En el interior destaca el Retablo Mayor, obra representativa del gótico europeo realizada en el siglo XV bajo el patrocinio del arzobispo don Dalmau de Mur. El conjunto, obra de los escultores Pere Johan y Ans Piet d'Anso, sirvió de modelo para numerosos retablos posteriores, entre los que hay que señalar el Retablo Mayor del Pilar.","mudejar, gotico, renacentista, barroco, neoclasico","Plaza de la Seo, 2","<strong>Horario de Verano (a partir del 15 de junio):</strong>
Lunes a Domingo: de 10 a 21h(20.30 última entrada)
L-D: 18h se interrumpe la entrada para la misa de 19.00
El viernes de 10-18h
Sábados: 12h se interrumpe la entrada para la misa de 13h
Domingos: 11.30h se interrumpe la entrada para la misa de 12.30
<strong>Horario de Invierno:</strong>
Lunes a viernes: de 10.00 a 14.00 y de 16.00 a 18.30 h
Sábados: de 10.00 a 12.30 y de 16.00 a 18.30 h
Domingos de 10.00 a 12.00 y de 16.00 a 18.30 h

Media hora antes del cierre concluirá la entrada de visitantes. Se suspenderán las visitas en caso de celebración extraordinaria","976 29 12 31","","Siglos XII al XVIII","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/seoplaza004catedral.pdf"">Patrimonio de la Humanidad. Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","<strong>Precios</strong>
<em>Entrada conjunto Catedral y Museo de tapices</em>: 4 euros
<em>Hasta 18 años y mayores de 65 años</em>: 3 euros
<em>Niños de 0 a 10 años</em>: gratuito
Entrada incluida en la Zaragoza Card","<div><img alt=""Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg""/> Accesible</div><h4>Aparcamiento:</h4><div>  Sí, en la Plaza del Pilar.</div><h4>Acceso al Edificio:</h4><ul><li><strong>Entrada</strong>: Principal accesible</li><li><strong>Recibidor</strong>: Entrada a cota cero.</li><li><strong>Puertas</strong>: Abatibles a ambos lados.</li></ul><h4>Movilidad en el interior:</h4><h5>Desplazamientos Horizontales</h5><ul><li><strong>Espacios amplios</strong>: Sí.</li><li><strong>Zonas de descanso</strong>: Sí.</li><li><strong>Pavimento</strong>:  Mármol. Zonas diferenciadas por texturas y colores</li></ul><h5>Desplazamientos Verticales</h5><div>  <strong>Acceso al Museo de Tapices</strong>: Puerta exterior que conecta con el ascensor hasta la 1ª, planta. Allí existe un salva escaleras, y otro ascensor elevador, para llegar a la segunda planta de exposición. (Actualmente este acceso se encuentra con obras)</div><h4>Otros:</h4><div>Materiales braille, macro-caracteres, cintas de audio, folletos, carteleria.  Folletos informativos. Se venden libros y postales. </div><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","http://www.zaragoza.es/azar/img/monumentos/seop.jpg","S","https://api.foursquare.com/v2/venues/4ba4bb56f964a52004b038e3",2015-10-19T22:00:00Z,"676983.07 4613874.35"
"http://www.zaragoza.es/api/recurso/turismo/monumento/166","Barrio de la Cartuja. Antiguas Escuelas","De este enorme complejo conventual, a pesar de las muchas transformaciones que ha sufrido se conservan bastantes elementos, reflejando su topografía la estructura cartujana característica. Se trata de un recinto rectangular orientado en dirección Norte-Sur, vallado por un muro con torreones y ordenado al interior de forma simétrica, en cuyo centro se sitúa la iglesia como núcleo fundamental del conjunto.
De construcción tradicional, se ha utilizado en ellos el aparejo que combina el paramento enfoscado con los refuerzos de ladrillo a cara vista en las esquinas, el llamado aparejo toledano. Sus fachadas se rematan en alero de poco vuelo ejecutado en ladrillo sobre canetes tipo modillón.","contemporaneo: regionalista","C/ Salduba , angular a c/ Escuelas 50193. Barrio de La Cartuja","","","","Siglo XX","Alcaldía de Barrio","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/cartuja-baja-salduba.pdf"">Interés Arquitectónico (C)<span class=""oculto"">Documento pdf</span></a>","","","","","",2014-09-10T22:00:00Z,"681563.61 4608487.46"
"http://www.zaragoza.es/api/recurso/turismo/monumento/92","Estatua del Emperador Augusto","Caesaraugusta, como muchas otras ciudades romanas, estuvo rodeada por un cerco de murallas; además de cumplir una función defensiva, tenía un carácter monumental y era símbolo del prestigio de la colonia. Se comenzó a construir en época de Augusto, aunque se refuerza en diferentes momentos, sobre todo a finales del siglo III ante la amenaza inminente de invasiones. La muralla llegó a alcanzar un perímetro de 3.000 metros y a contar con 120 torreones en sus momentos de mayor desarrollo. El amurallamiento se mantuvo como eficaz defensa de la ciudad durante el periodo visigodo y musulmán; el propio Adb-al-Rahman III quedó sorprendido de su solidez en el s. X. Durante el reinado del monarca aragonés Alfonso I se mantuvo la preocupación por su conservación. En el siglo XIII, comenzaron a abrirse trenques y pasos para comunicar la ciudad antigua con los nuevos barrios. En el siglo XIV la muralla vuelve a cobrar importancia ante la Guerra de los dos Pedros; será a partir del siglo XV cuando se vaya desmontando y sus sillares se reutilicen en la construcción de nuevos edificios. 
La línea del antiguo recinto fortificado se mantiene aún en el trazado de las actuales calles de César Augusto, Coso y Echegaray y Caballero. Se abría por cuatro puertas situadas en los extremos de las vías principales, cardo y decumano. Desde la Edad Media fueron conocidas como Puerta del Ángel, frente al Puente de Piedra; Puerta Cinegia, a la entrada de la calle de los Mártires; Puerta de Valencia, en la plaza de la Magdalena y Puerta de Toledo, entre Predicadores y Manifestación.     

Se conservan restos de la antigua construcción bajo el Mercado Central, la avenida de César Augusto, Teatro Principal y Coso, aunque sólo son visibles en el Convento del Santo Sepulcro y junto al Torreón de la Zuda. En esta última zona se mantienen los vestigios más importantes: un lienzo de 80 m. de longitud con torreones ultrasemicirculares similares a los de las murallas de Astorga y León.     

Junto a este tramo se encuentra desde hace unos años la estatua del emperador Augusto, copia en bronce del famoso Augusto de Prima Porta, regalo del gobierno italiano a la ciudad en los años 40.      

Debido a la construcción de la Línea 1 del Tranvía, en 2012 se propuso su traslado a la c/Alfonso; sin embargo, diversas Asociaciones Vecinales del Casco Histórico reivindicaron su permanencia en su ubicación original.","romano","Avda. de César Augusto","","","","","","Torreones, murallas, estatua de César Augusto.","","","","http://www.zaragoza.es/azar/img/monumentos/cesarcolp.jpg","","",2014-09-17T22:00:00Z,"676438.88 4614043.73"
"http://www.zaragoza.es/api/recurso/turismo/monumento/93","Fuente de Neptuno o Fuente de la Princesa","Conocida como Fuente de Neptuno, fue la primera fuente urbana monumental de Zaragoza, la más céntrica y principal, situada en la entonces Plaza de S. Francisco y hoy de España; cumplió su función de abastecimiento de agua hasta 1902, cuando fue desmontada para ser sustituida por el Monumento a los Mártires. 
La primera piedra se coloca en 1833 en conmemoración del juramento como princesa heredera de la futura Isabel II.
La parte escultórica se debe a Tomás Llovet, profesor de la Escuela de Bellas Artes de Zaragoza. La figura de Neptuno, en pie con su tridente, preside el conjunto, mientras el agua mana sobre el vaso de la fuente por las bocas de cuatro delfines.

La imagen del dios de los mares se inspira en la Fuente de Neptuno del Paseo del Prado de Madrid.","contemporaneo","Parque Grande J.A. Labordeta","","","","1845","","","","","<p><strong>Accesibilidad Física</strong></p><div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""""/>Accesible</div><ul><li>Recorrido peatonal</li></ul>","http://www.zaragoza.es/azar/img/monumentos/parquefuentep.jpg","","",2014-09-07T22:00:00Z,"675252.04 4611640.27"
"http://www.zaragoza.es/api/recurso/turismo/monumento/96","Canal Imperial de Aragón","El Rey Carlos III encargó al canónigo Ramón de Pignatelli la enorme tarea de crear un gran cauce navegable que comunicase el Cantábrico con el Mediterráneo. Fue una obra de gran envergadura para la época, ya que nace en el Bocal, lugar próximo a Tudela, en Navarra y muere en El Burgo de Ebro, junto a Zaragoza, después de salvar una distancia de 150 Kilómetros.
<a href=""/contenidos/turismo/audio/CanalImperial.mp3""><img title=""Escuchar Descripción"" alt=""Audio descriptivo del monumento"" src=""/cont/paginas/img/leelo.gif""/></a>","entorno","Vía Pignatelli","","","","Finales del siglo XVIII","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/sancholezcano.pdf"">Interés Arquitectónico (B)<span class=""oculto"">Documento pdf</span></a>","","","http://www.zaragoza.es/azar/img/monumentos/canalp.jpg","","",2014-09-10T22:00:00Z,"676270.21 4611417.59"
"http://www.zaragoza.es/api/recurso/turismo/monumento/74","Antiguo Matadero Municipal","Todo el conjunto de pabellones industriales es obra de Ricardo Magdalena, que lo ideó para la Exposición Aragonesa de 1885-1886. Actualmente es sede del Centro Cultural Salvador Allende. La parte principal de la construcción es un gran patio central abierto en cuyos lados se levantan tres pabellones de planta basilical conectados por unos porches y en la fachada se localizan dos edificios simétricos. Una gran verja de hierro con cinco accesos rodea el recinto.","contemporaneo","C/ Miguel Servet, 57","","","","1880-1884","Biblioteca","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/servetmiguel055-057.pdf"">Interés Monumental<span class=""oculto"">Documento pdf</span></a>","","<p><strong>Accesibilidad Física</strong></p><ul><li><strong>Aparcamiento</strong>: No</li><li>Este Monumento acoge los siguientes <strong>Servicios Municipales</strong>:<ul><li><strong> Biblioteca Ricardo Magdalena</strong>: Entrada no accesible. No hay ascensor para acceder a la segunda planta. Se puede visitar la planta calle. Tiene aseo adaptado</li><li><strong> Centro de Servicios Sociales</strong>: Entrada con rampa.</li><li><strong>Centro de Convivencia para Mayores</strong>: Espacios Amplios. No dispone de baño adaptado</li><li><strong>Centro Cultural:</strong>Entrada con rampa. No hay ascensor para acceder a la segunda planta</li></ul></li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","http://www.zaragoza.es/azar/img/monumentos/mataderop.jpg","","",2014-09-29T22:00:00Z,"677456.98 4612727.95"
"http://www.zaragoza.es/api/recurso/turismo/monumento/87","Monumento a la Constitución Española de 1978","Monumento a la Constitución Española de 1989, adjudicado por concurso al escultor turolense Florencio de Pedro Herrera. Consiste en 3 pirámides aguzadas que simbolizan los Poderes Legislativo, Ejecutivo y Judicial. Este esquema y formas geométricas elementales sintetizan las ideas de perfección, de plenitud y de inmortalidad, como expresión de la armonía del sistema de gobierno democrático.
<a href=""/contenidos/turismo/audio/MonumentoalaConstitucion.mp3""><img title=""Escuchar Descripción"" alt=""Audio descriptivo del monumento"" src=""/cont/paginas/img/leelo.gif""/></a>","contemporaneo","Paseo de la Constitución","","","","1989","","","","","<p><strong>Accesibilidad Física</strong></p><div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""""/>Accesible</div><ul><li>Recorrido peatonal</li></ul>","http://www.zaragoza.es/azar/img/monumentos/monuconsp.jpg","","",2014-09-04T22:00:00Z,"676225.05 4612972.49"
"http://www.zaragoza.es/api/recurso/turismo/monumento/170","Barrio de la Cartuja. Iglesia de la Cartuja Inmaculada Concepción","La iglesia fue construida entre 1703 y 1731, sufriendo algunas modificaciones ya en tiempo de los cartujos; en 1780 se renovaba su interior, encargándose de las obras el hermano cartujo fray Joaquín Gracián, antiguo maestro de obras. Fue necesaria su restauración tras la invasión napeoleónica y recientemente ha sido restaurada de manera parcial (Juan Martín Trenor 1995-1996). Tiene planta de cruz latina de una sola nave de cinco tramos, con la Capilla del Sagrario tras el muro de la cabecera, algo característico de las cartujas españolas. Se cubre el templo con bóvedas de cañón con luneto, a excepción del crucero que tiene cúpula semiesférica, decoradas con interesantes pinturas murales de temática mariológica ejecutadas por el cartujo fray Ramón Almor, decoraciones correspondientes a la reforma de 1780","barroco","Pza. de España 50193. Barrio de La Cartuja","","","","1703-1731","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/cartuja-baja-pzaespana-iglesia.pdf"">Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","","","","","",2014-09-29T22:00:00Z,"676950.32 4610580.6"
"http://www.zaragoza.es/api/recurso/turismo/monumento/132","Barrio de Movera. Torre Santa Engracia","En el año 1970 era adquirida por el Excmo. Ayuntamiento de Zaragoza mediante permuta con la empresa La Montañanesa, la finca denominada ""Torre de Santa Engracia"", por ser propiedad hasta el siglo XIX del monasterio Jerónimo de Sta. Engracia de Zaragoza. Es un edificio de planta ligeramente rectangular que consta de las tres plantas (B + principal + ático) rematado en alero.
Esta edificada en ladrillo visto y zaboyado en sus fachadas (excepto la que da a la carretera que está revocada) y en ellas se reflejan las distintas fases o momentos de reforma que a lo largo del tiempo ha sufrido la casa.","barroco, neoclasico","Carretera de Movera - Pastriz , 204 50194. Barrio de Movera","","","","Siglo XVII y Siglo XIX","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/moverasantaengracia.pdf"">Interés Monumental<span class=""oculto"">Documento pdf</span></a>","","","","","",2014-09-10T22:00:00Z,"682879.46 4612601.82"
"http://www.zaragoza.es/api/recurso/turismo/monumento/15","Iglesia Parroquial de San Gil Abad","<a>Patrimonio Cultural Aragonés. Bien Interés Cultural</a>

Tras la reconquista de la ciudad, se construyó un templo románico que, mediado el siglo XIV, fue destruido para levantar sobre sus ruinas la actual iglesia mudéjar. En el exterior destaca la portada principal, construida en 1640, y, sobre todo, la torre, levantada en ladrillo como el resto de la construcción y documentada ya en 1356. Combina su planta cuadrada de los pisos inferiores con la rectangular de los superiores, abriéndose en los dos últimos cuerpos los vanos para las campanas. 
El interior corresponde a la reforma barroca llevada a cabo entre 1719 y 1725, cuando se cambió la orientación del templo para dar la nueva entrada, se rehicieron el ábside y el cuerpo de los pies, se construyó la nueva cubierta con bóvedas de cañón con lunetos y fue decorado todo el conjunto con yeserías barrocas. Destaca el retablo mayor, contratado en 1628, dedicado a San Gil Abad.

La sacristía fue construida entre 1776 y 1779, decorada la bóveda con un fresco de Ramón Bayeu y en los muros siete pinturas sobre lienzo, de fray Manuel Bayeu.","mudejar","D. Jaime I, 15","En horario de culto","976 29 68 98","","Siglo XIV. Reformas en siglo XVIII","","Torre mudéjar","<a href=""http://www.zaragoza.es/pgou/edih/jaime15local.pdf"" class=""pdf"">Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","","<p><strong>Accesibilidad física</strong></p><ul><li> Visita por los alrededores accesible</li><li>Entrada al interior inaccesible</li></ul><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>","http://www.zaragoza.es/azar/img/monumentos/GILp.jpg","S","https://api.foursquare.com/v2/venues/50c1f37ee0e265772cc3f6ed",2014-11-19T23:00:00Z,"676697.74 4613595.33"
"http://www.zaragoza.es/api/recurso/turismo/monumento/1","Murallas Romanas","<a>Patrimonio Cultural Aragonés. Bien Interés Cultural</a>

Caesaraugusta estuvo rodeada de una muralla con numerosas torres, quizá hasta 120. Sus muros tenían un considerable grosor, que alcanzaba en muchas zonas los 7 m., siendo la parte exterior de sillares de alabastro y caliza, y la interior de una argamasa extraordinariamente dura <em>(opus caementicium)</em>. Sus torres son semicirculares o ultrasemicirculares y tienen un diámetro en torno a los 8 m., alcanzando los 13 m. en una de las que flanqueaban la puerta occidental 
La muralla romana protegía un perímetro de 3 km y recorría la calle Echegaray y Caballero, todo el trazado del Coso y la avenida de César Augusto. La ciudad se abría por cuatro puertas, situadas en el extremo de sus ejes, la septentrional en la embocadura del Puente de Piedra, la oriental junto a la iglesia de la Magdalena, la meridional ligeramente al este del Teatro Principal y la occidental al final de la calle Manifestación. Estas puertas se llamaron desde la Edad Media, del Ángel la del norte, de Valencia la del este y de Toledo la del oeste. Ya en época musulmana se accedía al sur de la ciudad por la puerta Cinegia, a la entrada del popular Tubo, algo a occidente de donde estuvo el acceso romano.

Junto a este tramo se encuentra desde hace unos años la estatua del emperador Augusto, copia en bronce del famoso Augusto de Prima Porta, regalo del gobierno italiano a la ciudad en los años 40.      

La figura se sitúa ante tres altos dinteles y un arco de medio punto que evoca la primitiva Puerta de Toledo; en los frentes de alabastro están labrados los cuatro nombres de la ciudad: Salduie, Caesaraugusta, Saraqusta y Zaragoza.","Romano","Avda. de César Augusto","","","","Siglos II - III d.C.","","Torreones, murallas, estatua de César Augusto","<a href=""http://www.zaragoza.es/pgou/edih/cesaraugustosnmurallas.pdf"" class=""pdf"">Interés Monumental (BIC)<span class=""oculto"">Documento pdf</span></a>","","<p><strong>Accesibilidad física</strong>:
<img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""""/> recorrido peatonal, accesible</p><p><em>Información facilitada por Disminuidos Físicos de Aragón</em></p>
<p><a href=""http://www.zaragoza.es/ciudad//turismo/es/servicios/detalle_Virtual?id=murallas"">Visita Virtual</a></p>","http://www.zaragoza.es/azar/img/monumentos/murallasp.jpg","","https://api.foursquare.com/v2/venues/4d41fff256e12c0f69e976c7",2015-10-06T22:00:00Z,"676461.0 4614073.91"
"http://www.zaragoza.es/api/recurso/turismo/monumento/98","Arboleda de Macanaz","Fue un importante soto ribereño al que se accedía por la antigua pasarela que estuvo en funcionamiento hasta 1965. Los zaragozanos celebraban en ella la fiesta de la Cincomarzada y los almadieros que se dirigían a los aserraderos del Arrabal solían hacer allí una parada. La construcción del Puente de Santiago afectó de forma importante a una cuarta parte del soto y su ajardinamiento terminó con su carácter natural, del que sólo queda la línea de árboles junto al río, fuera de la valla que delimita el parque.","entorno","Paseo de la Ribera","","","","","","","","","","http://www.zaragoza.es/azar/img/monumentos/macanazp.jpg","","https://api.foursquare.com/v2/venues/4fad5317e4b0faae2d3478f1",2014-08-31T22:00:00Z,"676711.36 4614329.22"
"http://www.zaragoza.es/api/recurso/turismo/monumento/99","Soto de Cantalobos","Uno de los escasos sotos (o bosques de ribera) que se conservan en las orillas Ebro, resto de la vegetación original del río en este tramo de su curso. Destaca por su excelente conservación, a pesar de la presión agraria y urbana de su entorno. Cuenta con especies típicamente ribereñas: álamos, chopos, tamarindos, sauces, fresnos, carrizos¿, soporte de un rico ecosistema del que también forman parte numerosas especies animales como el ruiseñor bastardo, el pájaro carpintero, el pájaro moscón, el autillo o pequeños mamíferos. En él encuentran refugio y alimento numerosas especies migratorias asociadas al río como garcetas, cormoranes y martinetes","entorno","Barrio de las Fuentes (última parada del  autobús 22)","","","","","","","","","","http://www.zaragoza.es/azar/img/monumentos/lobosp.jpg","","",2014-09-29T22:00:00Z,"680047.04 4612877.95"
"http://www.zaragoza.es/api/recurso/turismo/monumento/100","Antigua Joyería Aladrén  ahora Gran Café de Zaragoza","<a>Patrimonio Cultural Aragonés: Bien Catalogado</a>

Local comercial en chaflán diseñado por el arquitecto Luis Aladrén en 1885, seguramente el más importante de los locales catalogados conservados en Zaragoza. 
El exterior se basa en una articulación de fachadas mediante la rítmica alternancia de plafones rectangulares decorados (con paneles repujados y sobredorados con grandes escaparates acristalados). También presenta una Marquesina volada de hierro y cristal con reloj de dos esferas suspendido. 
En el interior, las tres salas, con pavimentos de época, están ricamente decoradas con columnas, radiadores de fundición, techos acasetonados de madera y decoración neobarroca.","contemporaneo: historicismo","C/ Alfonso I, 25","","","","1885","Café","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/alfonso25local.pdf"">Interés Arquitectónico (A y BCPCA)<span class=""oculto"">Documento pdf</span></a>","","","http://www.zaragoza.es/azar/img/monumentos/aladrenp.jpg","","",2014-09-10T22:00:00Z,"676573.86 4613804.95"
"http://www.zaragoza.es/api/recurso/turismo/monumento/102","Barrio de Garrapinillos. Iglesia de San Lorenzo","Es una obra historicista de Ricardo Magdalena Tabuenca, fechada en 1874 y hecha por encargo del Ayuntamiento de Zaragoza. Se hizo en ladrillo a cara vista, con una nave cubierta con cañón con lunetos y gruesas columnas laterales, dentro de una orientación entre romántica y neobizantina.","contemporaneo: historicismo","Pza. de San Lorenzo , 1 50190. Barrio de Garrapinillos","","","","","","","<a class=""pdf"" href=""http://www.zaragoza.es/pgou/edih/garrapinillos-sanlorenzo.pdf"">Interés Arquitectónico (A)<span class=""oculto"">Documento pdf</span></a>","","","","","",2014-09-29T22:00:00Z,"664325.51 4616761.26"
